,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,연,"지금 애한테 뭐하는 짓이야! 태후마마의 후원아동을 이렇게 대해도 되는건가? 이거 아리공주 핸드폰인데 이걸 네가 왜 갖고 있는거지? 말버릇이 왜 그따위지? 아직도 네가 예전의 민수석인줄 착각하는 건가? 이게 진짜 고상하게 대해줬더니 사람 빡치게 하네. 너 나 성질 더러운거 소문 못들었니? 난 사람 아닌 것들은 발로 밟아주는 아주 못된 성질머리가 있어서 말이야. 뭘 꼬라봐 네깟게 쳐다보면 뭘 어쩔건데. 쟤 나왕식 동생맞지? 뭘 그렇게 놀래, 네 입으로 나동식이라며 쟤는 누나라는 거 보니깐 딱 알겠던데. 근데 나왕식 동생을 후원아동이라고 거짓말까지 해서 궁에 들인 걸 폐하가 알면 어떻게 될까? 폐하한테 들어서 나도 나왕식에 대해서는 좀 알고 있거든. 친딸같이 키워준 사람 아들을 그렇게 밖에 못 대해?",0,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
1,벤머리 신부,하급 궁인 주제에 지금 애 한테 무슨 무례냐?!! 네가 아직도 예전의 그 민수석인줄 착각하나본데 태후마마가 후원한 아동을 이렇게 함부로 막 대해도 되는게야!? 이런 후원 아동이라고 거짓말로 속여서 폐하가 알면 어떻게 되실까? 다신 애 한테 함부로 굴리지 마라! 비밀감옥에 갇히는 수가 있다. 조심해,3,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
2,한송이,이엘리아랑 장나라 둘이 엮여서 나오는 장면이 제일 흥미롭더,6,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
3,경호황제세진황후,지금 애한테뭐하는짓이야 태후마마 후원아동을 이렇게대해도 되는건가  말버릇이 왜그따위지이게진짜고상하게 대해줬더니 니까께쳐다보며 어쩔껀데 재는 누나라는거보니까 딱알겠던데!!!,3,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
4,아리동동,다시봐도 짱이다,1,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
5,경호남편 세진마눌,내최애의 명장면^^,1,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
6,김동영에미친시즈니,지금보니까 유라 참교육 되게 잘받은듯,7,1,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
7,박여은,잠깐 잊고 있었지만 황후도 오라이 집안인 것이다...오라이 짱!!!,7,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
8,악플러다죽어라,나라짱!!!!,4,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
9,악플러다죽어라,나라짱!!,4,0,"장나라, 이엘리야 면상 제압 ‘황후전 궁인 채용’","재생수 626,281","3,645",576,20
