,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,tyii99,아 놔 ㅋㅋㅋ  황후의품격 끝난후에 계속 볼걸 본방사수만 집중했는데 ㅠㅠㅠㅠㅠㅠㅠ,3,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
1,송은서,응,2,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
2,송은서,ㅁ,1,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
3,구구는구구,얼마나 추운 데서 찍었으면 입김이 막 나오고 애 얼굴이 저리 빨가냐..ㅠㅠㅠ,9,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
4,강릉감자,먹을땐 개도 건드리는거 아니다요,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
5,박여은,그와중에 공주마마 연기 잘한다ㅎㅎㅎ,8,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
6,스피리아,왜 저한테 부탁하셨어요~?똑똑 하니까요.공주마마^^대단해요.인사기록도 잘 보시구요.흐흠~^^떡볶이 엄청 맛있게 드시고~역시 아리공주님은 세.젤.귀.세계에서 제일 귀여운 공주마마^^,3,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
7,송은서,응,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
8,송은서,응,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
9,ria1****,근데 팬케이크는 영양소를갖춘간식인강??ㅋㅋ,40,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
10,승연아빠,먹을꺼 뺏으면 나여도 저랬을 듯 먹고 있는데 뺏냐,21,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
11,Chany,영양소를 갖춘 음식만 먹으라고 하면서 팬케이크 뭐야ㅋㅋㅋㅋ,39,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
12,유한마녀,천재다. 오아린 너무 귀여버♡♡♡♡♡♡♡,20,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
13,김지연,그래도 친엄마라고 챙겨주네,16,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
14,스피리아,궁인들 인사기록 검토.와~똑똑해.역시 아리 공주님 최고~^^,18,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
15,STRONGER TOGETHER,팬케이크도 피차 몸에 떡볶이보다 좋아보이지는 않는데;; ㅋㅋㅋ,54,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
16,마림바,아리 너무 귀여워요ㅠㅠㅠㅠㅠㅠ,18,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
17,이희수,진짜 춥나봐 ㅋㅋㅋ 다들 코 빨갛고 볼 빨개요 ㅜㅜ,29,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
18,박슈가,떡볶이라 그래 ㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠㅠㅠㅠㅠ,22,2,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
19,LSS,애기 너무 귀여워....ㄲㄲㅋㅋ연기두 넘 잘하고 귀여워 죽겠닼ㅋㅋㅋ,32,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
20,tyii99,아 놔 ㅋㅋㅋ  황후의품격 끝난후에 계속 볼걸 본방사수만 집중했는데 ㅠㅠㅠㅠㅠㅠㅠ,3,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
21,송은서,응,2,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
22,송은서,ㅁ,1,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
23,구구는구구,얼마나 추운 데서 찍었으면 입김이 막 나오고 애 얼굴이 저리 빨가냐..ㅠㅠㅠ,9,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
24,강릉감자,먹을땐 개도 건드리는거 아니다요,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
25,박여은,그와중에 공주마마 연기 잘한다ㅎㅎㅎ,8,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
26,스피리아,왜 저한테 부탁하셨어요~?똑똑 하니까요.공주마마^^대단해요.인사기록도 잘 보시구요.흐흠~^^떡볶이 엄청 맛있게 드시고~역시 아리공주님은 세.젤.귀.세계에서 제일 귀여운 공주마마^^,3,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
27,송은서,응,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
28,송은서,응,4,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
29,ria1****,근데 팬케이크는 영양소를갖춘간식인강??ㅋㅋ,40,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
30,승연아빠,먹을꺼 뺏으면 나여도 저랬을 듯 먹고 있는데 뺏냐,21,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
31,Chany,영양소를 갖춘 음식만 먹으라고 하면서 팬케이크 뭐야ㅋㅋㅋㅋ,39,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
32,유한마녀,천재다. 오아린 너무 귀여버♡♡♡♡♡♡♡,20,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
33,김지연,그래도 친엄마라고 챙겨주네,16,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
34,스피리아,궁인들 인사기록 검토.와~똑똑해.역시 아리 공주님 최고~^^,18,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
35,STRONGER TOGETHER,팬케이크도 피차 몸에 떡볶이보다 좋아보이지는 않는데;; ㅋㅋㅋ,54,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
36,마림바,아리 너무 귀여워요ㅠㅠㅠㅠㅠㅠ,18,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
37,이희수,진짜 춥나봐 ㅋㅋㅋ 다들 코 빨갛고 볼 빨개요 ㅜㅜ,29,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
38,박슈가,떡볶이라 그래 ㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠㅠㅠㅠㅠㅠ,22,2,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
39,LSS,애기 너무 귀여워....ㄲㄲㅋㅋ연기두 넘 잘하고 귀여워 죽겠닼ㅋㅋㅋ,32,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
40,Taye,"첨부터 안보고 중간부터 봐서 그러는데, 아리 공주는 유모가 엄마인걸 알고 저러는건가요?",26,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
41,PJM,아리공주 귀여워어어,19,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
42,uouou,아리야 너보고 아침부터 엽떡시켜먹었다..,31,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
43,레모나,아리 너무귀여웡 ㅠ,19,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
44,가을바람,핫케잌이 더 영양소에 안 좋지 않음?? ㅋㅋㅋㅋㅋ,40,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
45,은화,ㅋㅋㅋㅋㅋㅋㅋ환장하게 겹네 공주 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,32,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
46,eune,목소리 진짜 예쁘다...귀여워...,34,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
47,봄,떡볶이는 안좋아하지만 좋아하는거 뺏으면 화나지ㅠㅠ,30,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
48,hyas****,장공준지뭔지 연기를 왜이렇게 못함... 애보다도 오바가 심하네;;,10,19,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
49,주전고양이,이거보면서 우리나라가 일본한테 잘망했다고 생각함,1,43,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
50,쓰빠쓰바시,아린이 대사하는데 입김나오는거봐라 ㅋ저얇은거입혀놓고 ..드라마인기도좋은데.... 좀 난방좀해주세요 ㅠㅠ.,43,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
51,비버카,이희진 연기 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 웃겨.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,27,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
52,아하,ㅋㅋㅋ 마지막에 떡볶이 들고가는거 졸귀 ㅋㅋㅋ,27,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
53,냠,아고고 애기 추워서 입이얼었어ㅠㅠㅠ고생하시네 아리공주마마,51,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
54,사과,내가 아무야?ㄱㄱㄱㄱㄱ 귀엽,18,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
55,오늘빛나,ㅋ이드라마  자체가  그런 컨셉인건대 ㅋㅋㅋㅋㅋㅋㅋㅋ,20,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
56,수경,애기 추운가보다,30,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
57,꿈틀이,유모 어디 아픈것 같다...,22,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
58,abcd,저 드라마를 안봐서 그러는데 아리공주 유모가 엄마인거 알아요?몰라요,15,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
59,반죽,난 팬이 됐어 ㅋㅋ,12,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
60,김지수,저 컬러링북은 다이소!,24,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
61,I love 수박,연기 되게 잘 하는데 귀여웡어ㅓㅇ  글구 떡볶이를 10년동안 1번두 안먹어 봤다니.......나눈 1주일에 1번 씩은 먹는뎅ㅎㅎㅎㅎㅎㅎㅎㅎ,25,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
62,사미자,애기한테 악플좀달지마 추하다진찌,53,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
63,TNT,아리공주역 완전굿 연기도굿   완전귀여워요,28,1,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
64,스마이걸,아고 추운듯 ㅠㅠ,30,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
65,슈슈,간식이 팬케이크 어이없네ㅋㅋㅋㅋㅋ,44,0,"오아린, 진짜 엄마 윤소이 앞 분노 “어마마마 욕하지 마!”","재생수 594,993","2,976",394,13
