,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,오렌지로,최진혁  이렇게  설레임을  주는 배우가  또  있을까ㅠㅠ,7,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
1,오소리,건홀스터 하앙 배운변태 갓순옥 사랑해요,5,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
2,카이트,태황태후마마 해안명중하길..,6,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
3,슈슈,최진혁 눈빛과 목소리 피지컬에 정말 설렌다,30,1,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
4,동양,우와 박원숙 소름~~,13,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
5,꿀꿀이,오조오억배보다 더 잘생긴 우리배우님~ 연기도 넘잘하시고 눈웃음이 정말 좋으네요~^^ 장나라님과 러브러브 기대할께요~♡ 넘 멋지다^^,23,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
6,별이,훈훈해요!촬영장분위기 진짜 좋다,20,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
7,토토로,최진혁 설렘폭격!,29,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
8,metoo,장나라 아장 아장 걷는게 너무 귀엽다.....,25,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
9,dove,최진혁 멋있다,28,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
10,아네트77,멋지십니다,18,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
11,라이온,최진혁 연기보고 정주행 시작하네요. 연기 정말 잘하세요,31,1,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
12,포플벨벳드래스,최진혁 멋져서 미쳐버리겠다  요즘 남주중에서 제일 설렌다 키도크로 얼굴도 존잘이고 동굴목소리 매력터지면서.. 제일 중요한것 최진혁 미친연기로 다 올킬해버리는 마력쟁이!,31,1,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
13,다솜,최진혁 때문에 설레서 미친다 ㅜㅜ,27,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
14,수연님,장나라 최진혁 캐미,29,1,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
15,heey****,최진혁 심쿵♡,26,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
16,leb4****,운널사에서 못이룬 사랑 이번에 꼭 이루길,32,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
17,수연님,장나라 최진혁,27,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
18,댕기소녀이아름,최진혁에 중독되는 드라마. 보고나면 최진혁만 생각난다 흐...좋아~~  최진혁은 키만큰게 아니라 몸마저 예술이더라. 저 피지컬 설렌다.  남자남자하고 얼굴은 조각이고 굵은저음발성좋은 목소리땜에 미치겠다 최진혁앓이ㄷㄷ,33,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
19,유한마녀,진심 나라진혁 커플 되면...,30,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
20,오렌지로,최진혁  이렇게  설레임을  주는 배우가  또  있을까ㅠㅠ,7,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
21,오소리,건홀스터 하앙 배운변태 갓순옥 사랑해요,5,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
22,카이트,태황태후마마 해안명중하길..,6,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
23,슈슈,최진혁 눈빛과 목소리 피지컬에 정말 설렌다,30,1,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
24,동양,우와 박원숙 소름~~,13,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
25,꿀꿀이,오조오억배보다 더 잘생긴 우리배우님~ 연기도 넘잘하시고 눈웃음이 정말 좋으네요~^^ 장나라님과 러브러브 기대할께요~♡ 넘 멋지다^^,23,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
26,별이,훈훈해요!촬영장분위기 진짜 좋다,20,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
27,토토로,최진혁 설렘폭격!,29,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
28,metoo,장나라 아장 아장 걷는게 너무 귀엽다.....,25,0,"최진혁, 장나라 번쩍 들어 올리며 시크함 작렬 “괜찮으십니까?”","재생수 230,948","1,538",215,6
