,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,삼댕수,쓸때없는 고음 남발하는 아리랑 보단 차라리 청아한 느낌의 곡이 더 잘 어울림..,1,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
1,장서연,ㅎ..항마력 딸린다..,1,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
2,소진 여황제,쇼핑하러 가야징~,1,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
3,문주,이 씬이 제일 좋아 ㅠㅠㅠㅠ,8,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
4,소소루,00:57,2,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
5,잠이나자자,이때부터 혁이가 써니에게 스며든거네요. ㅎㅎ,9,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
6,장보금,이 때 소름 돋음 ㅠㅠ 짱임,14,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
7,Judy,또 왓다 오써니 노래ㅜ듣고싶다,18,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
8,보돌씨,못한다더니 ... 이미 준비한 황후 ㅎㅎㅎㅎㅎㅎ 흐흐흐흐흐흫 넘 귀여우시다 ㅎㅎ,24,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
9,송은서,응,5,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
10,손채림,이 노래 혹시 원곡이 있나용??,8,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
11,여따빠띠,"어떡해 맨날본다 ,,, 음원 내주면 안되나 ㅠㅠㅠㅠㅠㅜ 진짜 계속 머릿속에 맴돌아",28,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
12,Rolu,노래는 넘 좋은뎈ㅋㅋㅋㅋㅋ 겁나 오글거려ㅋㅋㅋㅋㅋㅋㅋ 갑자기 강강수월래 등장ㅋㅋㅋ,22,3,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
13,여따빠띠,이거 본 이후로 계속 생각나 노래 ㅠㅠㅠㅠㅠ 너무조아,19,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
14,주,순옥이 당신은 도데체 무엇? 아리랑의 재해석 편곡 진짜 지렸다 ㅋㅋㅋㅋㅋㅋㅋ외교를 이렇게 한다는 발상이 오글거릴줄 알았는데 그것도 아니네 코리안하트까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 드라마 진짜 존잼이네,52,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
15,suna****,쑬때없이 노래 너무잘함 ㅎㅎ,39,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
16,콩이,아리랑을 무한반복할줄이야...,44,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
17,연탱이,정식음원나오면 다운각이다,36,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
18,의유당,아니 갑자기 이디엠이요? 갑자기 강강수월래요? ㅋㅋㅋㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게머얔ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ,41,2,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
19,삼무자,소문듣고 찾아봤는데... 어느덧 입꼬리가 올라가다가 아이시테루 주뗌무에서 빵터지네요. 뉴논스톱때부터 변함없는 티비속 내 여신 아자아자 화이팅!,47,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
20,삼댕수,쓸때없는 고음 남발하는 아리랑 보단 차라리 청아한 느낌의 곡이 더 잘 어울림..,1,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
21,장서연,ㅎ..항마력 딸린다..,1,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
22,소진 여황제,쇼핑하러 가야징~,1,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
23,문주,이 씬이 제일 좋아 ㅠㅠㅠㅠ,8,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
24,소소루,00:57,2,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
25,잠이나자자,이때부터 혁이가 써니에게 스며든거네요. ㅎㅎ,9,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
26,장보금,이 때 소름 돋음 ㅠㅠ 짱임,14,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
27,Judy,또 왓다 오써니 노래ㅜ듣고싶다,18,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
28,보돌씨,못한다더니 ... 이미 준비한 황후 ㅎㅎㅎㅎㅎㅎ 흐흐흐흐흐흫 넘 귀여우시다 ㅎㅎ,24,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
29,송은서,응,5,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
30,손채림,이 노래 혹시 원곡이 있나용??,8,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
31,여따빠띠,"어떡해 맨날본다 ,,, 음원 내주면 안되나 ㅠㅠㅠㅠㅠㅜ 진짜 계속 머릿속에 맴돌아",28,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
32,Rolu,노래는 넘 좋은뎈ㅋㅋㅋㅋㅋ 겁나 오글거려ㅋㅋㅋㅋㅋㅋㅋ 갑자기 강강수월래 등장ㅋㅋㅋ,22,3,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
33,여따빠띠,이거 본 이후로 계속 생각나 노래 ㅠㅠㅠㅠㅠ 너무조아,19,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
34,주,순옥이 당신은 도데체 무엇? 아리랑의 재해석 편곡 진짜 지렸다 ㅋㅋㅋㅋㅋㅋㅋ외교를 이렇게 한다는 발상이 오글거릴줄 알았는데 그것도 아니네 코리안하트까지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 드라마 진짜 존잼이네,52,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
35,suna****,쑬때없이 노래 너무잘함 ㅎㅎ,39,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
36,콩이,아리랑을 무한반복할줄이야...,44,1,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
37,연탱이,정식음원나오면 다운각이다,36,0,"황후 장나라, 오써니식 ‘아리랑’ 열창으로 열혈 내조","재생수 421,253","3,159",342,5
