,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,MXGC,박력봐라 개멋짐,7,0,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
1,MXGC,멋있어,5,0,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
2,al62****,전개속도 따봉을 드립니다 와,3,0,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
3,깨소금,직진우빈& 써니 둘다 순수해서 어울림~  우빈써니 복수도 사랑도 사이다 팡팡!! 우빈써니 키스씬 강추!!,12,5,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
4,신데렐라,"최진혁앓이 최진혁이 미치게 좋은데요, 오늘 예고에 왜 최진혁이 안보일까요  ㅠㅠ",12,3,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
5,아지랑노라,최진혁이 디테일연기bb..고백할때 제대로 얼굴보는것봐 최진혁때문에 본다,14,2,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
6,Nobel,최진혁 개멋지고 설레고!!! 연기력 갑  비쥬얼 피지컬 목소리까지 미쳐버리게 설레는 남주~~!!!     천우빈~ 꼭 황후랑 복수도 성공하고 사랑도 이뤄라~~,15,2,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
7,니니,카톡개 마지막에 코트입고 나온거 비율 쩐다 ㄷㄷ길쭉 길쭉해서 그런가 무슨옷을 입혀놔도 이쁘네,6,7,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
8,은제이,핡ㅠㅠ 집착공 개좋아ㅠㅠ 나 천우빈파인데 이혁황제한테 왜 끌리냐고ㅠㅠ,5,9,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
9,해바라기,우빈♡써니,18,2,"[직진 엔딩] “좋아합니다, 황후마마를” 최진혁, 신성록에 폭탄 고백!","재생수 357,199","3,184","1,507",16
