,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,작가 빈센트리,ㅎㅎ제가빈센트리,3,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
1,달빛소연,"2345 ANYWHERE STREETYOUR CITY, NY 29-19Issued 08/31/2019ㅋㅋㅋ",1,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
2,파울루 벤투,장나라 사랑해 ~♡,1,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
3,생크림케익,헬로가 실제로 미국 살다와서 그런지 영어발음이 아주 훌륭하다,18,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
4,7Emr,이엘리야 귀걸이 어디껀가요?,8,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
5,꿀,그아르쳐줄래~,13,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
6,1380,오헬로 귀여움에 시크도도함에 우월한 기럭지까지 장착한 매력녀,18,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
7,winifrid,잇쯔 아널투비 히rㅓㄹ 저는 자까 vㅣㄴ쎈뤼 라구 합니다,22,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
8,Euharoe,복선구운~~!!,13,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
9,연수,예쁘다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,18,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
10,Bettttty,대사 칠때 발음 진짜 매력있어여!!!!! 매번 사이다 같아,47,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
11,베베님,민수석 투샷 의문의 1패ㅠ 늙어보이고 피부푸석ㅠ,28,5,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
12,dpwl****,설마 스펜서 부인 = 소현황후?,34,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
13,Elle Paning,집안 보고 황제가 뿅,23,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
14,이은진,헬로너무멋진여자같아요,36,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
15,최병민,조아요,16,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
16,Ddjfiot,빈센트리 아바타 ㅋㅋㅋ,42,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
17,쀼,그와중에 손잡는거 설레네,44,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
18,탄산조아,미스캐스팅 같은데 ㅋㅋ  걍 연기 못함,8,75,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
19,choc****,"걸을때도모델포스팍팍,,이엘리야킬힐신었음에도불구하고난쟁난쟁하네",55,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
20,작가 빈센트리,ㅎㅎ제가빈센트리,3,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
21,달빛소연,"2345 ANYWHERE STREETYOUR CITY, NY 29-19Issued 08/31/2019ㅋㅋㅋ",1,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
22,파울루 벤투,장나라 사랑해 ~♡,1,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
23,생크림케익,헬로가 실제로 미국 살다와서 그런지 영어발음이 아주 훌륭하다,18,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
24,7Emr,이엘리야 귀걸이 어디껀가요?,8,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
25,꿀,그아르쳐줄래~,13,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
26,1380,오헬로 귀여움에 시크도도함에 우월한 기럭지까지 장착한 매력녀,18,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
27,winifrid,잇쯔 아널투비 히rㅓㄹ 저는 자까 vㅣㄴ쎈뤼 라구 합니다,22,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
28,Euharoe,복선구운~~!!,13,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
29,연수,예쁘다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,18,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
30,Bettttty,대사 칠때 발음 진짜 매력있어여!!!!! 매번 사이다 같아,47,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
31,베베님,민수석 투샷 의문의 1패ㅠ 늙어보이고 피부푸석ㅠ,28,5,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
32,dpwl****,설마 스펜서 부인 = 소현황후?,34,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
33,Elle Paning,집안 보고 황제가 뿅,23,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
34,이은진,헬로너무멋진여자같아요,36,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
35,최병민,조아요,16,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
36,Ddjfiot,빈센트리 아바타 ㅋㅋㅋ,42,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
37,쀼,그와중에 손잡는거 설레네,44,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
38,탄산조아,미스캐스팅 같은데 ㅋㅋ  걍 연기 못함,8,75,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
39,choc****,"걸을때도모델포스팍팍,,이엘리야킬힐신었음에도불구하고난쟁난쟁하네",55,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
40,choc****,유난히 발음이 더좋은것같음최고!!!,41,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
41,푸르던봄날,01:05 01:05 01:05 헬로에블바디,27,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
42,ChoiAhIn,뭐여... 왜케재미써 이드라마,24,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
43,초롱히,깜찍한 공주아억배우 넘웃낌,15,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
44,가을바람,연기도 잘하지만 미스 캐스팅 같음.. 황후랑 자매 같지가 않음. 너무 다른 유전자...,14,33,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
45,Steel,싸인 할때 장면 보니 괜히 싸인때매 걸리는거 아닌라 몰라 .. ㅋㅋㅋ 사이다 장면만 보고 싶은데 불안 불안 ㅋㅋㅋ,25,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
46,리나214,순옥킴을 사랑하게 될거같다,18,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
47,김진아,너무재밌다~~,15,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
48,리버풀 아주 쉬운상대,스테파니리 이상형  매력오짐,33,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
49,wlsdldprp,스테파니리 워킹도 멋짐,41,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
50,pipilong,연기 시원시원하넹ᆢ,28,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
51,쪼히,ㅋㅋㅋ근데 기자 한 분 질문할때 대부분 작가님~ 하면서 물어보는데 저기요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,42,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
52,헛소리 작작해라,뭐야 뭐야.... ㄹㅇ로 헬로가 빈센트 리야?????!!!!!!,5,27,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
53,미래소녀,황품 제작발표회때 쌔련된 모델워킹 보여주던 스테파니 뤼~ 경호대장님의 구령이 재밋던대,27,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
54,커피소녀,씬씨아~~~씬씨아,15,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
55,Vermouth,스테파니 리 용팔이 때도 그러더니 사이다 역할 자주 맡네요 ㅋㅋㅋ 마스크도 시원 시원하고 키 크고 죽이는 영어발음까지 ㅎㅎ,48,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
56,불꽃왕통키,뉴트로쥐나다^^,17,1,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
57,rose,ㅎㄹㅎ사이다~~,12,0,"스테파니 리, 이엘리야 뒤통수치며 반전 등장 ‘빈센트 리’","재생수 410,504","2,219",159,11
