,nick,contents,recomm,unrecomm,title,play,like,reple_count,episode
0,봉봉,명대사..ㅠㅠ,4,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
1,빵빵,다시 봐도 언니 최고다,6,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
2,잠이나자자,사랑해요 폐하... 진짜 이때 소오름 두고두고 기억할 대사,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
3,핑크,이 노래만 진짜 여러번 나온다 드라마에서.ㅎ.ㅎ,6,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
4,오이,갓랑해요 폐하 띵대사....,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
5,수연님,캐미 넘좋고 써니 존예,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
6,cocoogomong,아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저렇게 입혀놓으니까 진짜 카톡개같잖아 ㅠㅠ,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
7,굴려굴려노란구슬,와 아니 폐하 손 본 사람? 손등에 핏줄 본 사람?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ오졌다,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
8,글루민,신성록 당황하는거 개귀여워 ㅋㅋ ㅠ 진짜 이혁써니 케미 미쳐 ㅠㅠ 개웃김,19,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
9,흙,이제 진짜 사랑 이뤄지길♡♡,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
10,포포포,여기가 순옥킴의 엔딩맛집 맞나요?,12,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
11,박은빈,카톡개 복화술 너무 잘햌ㅋㅋㅋㅋㅋㅋ,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
12,너구리,장나라진짜예뿌당.. 심쿵,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
13,가련,이장면 장나라 넘이뻐 사랑해요 하는순간 심쿵,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
14,오징어젓갈,레전드명장면,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
15,올드미니카태진,마음이 찡하네요,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
16,에리,70만 가즈아~~,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
17,황후의품격,울 나라누나 하고싶은 거 다해,22,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
18,꾼뽀,왜 예고없어??,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
19,ovo,홍보 좀해   .낼인데 아직도 예고 메이킹 없다니ㅡ,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
20,봉봉,명대사..ㅠㅠ,4,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
21,빵빵,다시 봐도 언니 최고다,6,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
22,잠이나자자,사랑해요 폐하... 진짜 이때 소오름 두고두고 기억할 대사,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
23,핑크,이 노래만 진짜 여러번 나온다 드라마에서.ㅎ.ㅎ,6,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
24,오이,갓랑해요 폐하 띵대사....,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
25,수연님,캐미 넘좋고 써니 존예,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
26,cocoogomong,아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저렇게 입혀놓으니까 진짜 카톡개같잖아 ㅠㅠ,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
27,굴려굴려노란구슬,와 아니 폐하 손 본 사람? 손등에 핏줄 본 사람?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ오졌다,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
28,글루민,신성록 당황하는거 개귀여워 ㅋㅋ ㅠ 진짜 이혁써니 케미 미쳐 ㅠㅠ 개웃김,19,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
29,흙,이제 진짜 사랑 이뤄지길♡♡,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
30,포포포,여기가 순옥킴의 엔딩맛집 맞나요?,12,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
31,박은빈,카톡개 복화술 너무 잘햌ㅋㅋㅋㅋㅋㅋ,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
32,너구리,장나라진짜예뿌당.. 심쿵,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
33,가련,이장면 장나라 넘이뻐 사랑해요 하는순간 심쿵,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
34,오징어젓갈,레전드명장면,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
35,올드미니카태진,마음이 찡하네요,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
36,에리,70만 가즈아~~,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
37,황후의품격,울 나라누나 하고싶은 거 다해,22,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
38,꾼뽀,왜 예고없어??,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
39,ovo,홍보 좀해   .낼인데 아직도 예고 메이킹 없다니ㅡ,16,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
40,황후의품격,tvn 남친이 넘 쌘 경쟁작을 만났음...이번 드라마 대전은 양적으로나 질적으로나 황품이 완승...남친도 소재는 괜찮다만...황품이 양으로나 질으로나 너무나도 말 그대로 띵작임...,31,3,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
41,햇살,진짜 PD만 아니면 최고의 드라마ㅡㅡ재미는 있지만 PD가 넘싫어ㅜㅜ 스탭들 완전 고생했다고 하던데... 전 드라마에서도 갑질이 어마어마하다고 하던데 그래서 그 고현정이 그렇게 된건가?,17,5,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
42,황후의품격,드뎌 낼이다~~~~나라누나 개사랑해 올해 꼭 대상 타자,29,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
43,ㄹㅌ,황제 좀 쫀 거 같기도 하닼ㅋㅋㅋㅋㅋ,28,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
44,Blueforest,메이킹을 달라~~~~~❤,20,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
45,수연님,메이킹 원츄요 ~~,19,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
46,해바라기,예쓰~굿,13,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
47,쿠즈아,저도 한번도 본방 본적 없다가 17화부터 재방으로 케이블에서 하길래 뭐야하면서 봤다가 입벌리고 봤네요 ㅜㅠㅜ본방사수해야할듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
48,ovo,아니 예고나 메이킹 좀 주세요,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
49,국화향기,이 드라마 본방 본 적 거의 없는데..넘 재밌다고 난리라서 한번 본방 챙겨 보려구요ㅎㅎ,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
50,사랑이,드라마 너무 잼있게 잘 보고 있어요 장나라 연기 너무 잘함 어쩜 그렇게 이쁘고 연기도 잘하는지,33,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
51,JU_D,이날 황제가 써니를 좋아하게 됬으면 좋겠다 이눔아 처절하게 후회해라!!!!!!,33,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
52,꾼뽀,예고편 주세요ㅠ,20,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
53,lsakmgh,장나라 꽃길갔으면 좋겠다,31,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
54,쏘쏭이,나라씨 완승이넹ㅋㅋㅋㅋ여자들 치마바람 무셩,26,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
55,Dreamcurl,롤러코스터보다 재밌음 ㅠㅜ,21,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
56,자동차덕후99,월화순옥김순옥,18,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
57,Blueforest,황후의 품격~❤  ❤,21,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
58,an ze,赞,10,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
59,수연님,나라짱 흑화 써니 응원해요~~~,24,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
60,이효빈,제발 제대로 흑화되게 해주세용,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
61,오드리햇반,예고 안나오나요 ㅜㅜ,23,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
62,an ze,赞,7,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
63,an ze,,10,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
64,시연,조회수도오지고 댓글도 오진닼ㅋㅋㅋㅋ,25,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
65,춘향,졸잼각♥,17,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
66,an ze,娜拉加油,7,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
67,an ze,皇后的品格大发,9,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
68,an ze,❤️,11,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
69,Healthy,나라 미모에 놀라고 연기에 한번 더 놀라고 갑니다..♡,34,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
70,황후의품격,드라마가 머라고....마약같은 황품...한회 한회가 영화다...,27,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
71,유한마녀,수목만 목빠지게 기다리니 세월가는데 한살 더먹는 슬픔도 잊게하는 드라마...장나라보는 재미로 너무 행복해요.,34,0,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
72,이쁜윤공주,장나라연기는 실제같아 넘넘 자연스러워 노래짱 연기짱  꼭꼭이번연말에대상받았음좋겠어요^^,37,1,"“사랑해요 폐하” 장나라, 신성록 계획 박살 내며 ‘흑화 스위치 ON’","재생수 746,773","5,128","1,301",10
